title,metadataStatus,ingestStatus,status,project,sqlVolume,libServerDirectory,primaryIslandoraLocation,secondaryIslandoraLocation,pid,essss,images,ingestDate,latestMetadataUpdate,modified,lastModifiedBadFormat,notes
Iguaçu 011.1,Metadata in spreadsheet,Ingested,To be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Iguaçu\Iguaçu 011.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Igreja de Nossa Senhora da Piedade de Iguaçu,,essss:66792,66792,393,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
Iguaçu 012.1,Metadata in spreadsheet,Ingested,To be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Iguaçu\Iguaçu 012.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Igreja de Nossa Senhora da Piedade de Iguaçu,,essss:67186,67186,14,10/24/17,,2017-10-24T00:00:00Z,10/24/17,pdf in n_o
"[Livro de batismos de livres e escravos, 1812-1826]",Metadata in spreadsheet,Ingested,To be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Iguaçu\Iguaçu 013.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Igreja de Nossa Senhora da Piedade de Iguaçu,,essss:67201,67201,186,10/24/17,,2017-10-24T00:00:00Z,10/24/17,pdf in n_o
"[Livro de batismos de livres, 1700-1719]",Metadata uploaded,Ingested,To be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Iguaçu\Iguaçu 014.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Igreja de Nossa Senhora da Piedade de Iguaçu,,essss:67388,67388,255,10/24/17,02/26/18,2018-02-26T00:00:00Z,02/26/18,
"Livro Único de Batismos, Casamentos, Óbitos, e Inventario dos Bens da Capela NS da Guia, 1753-1760",Metadata uploaded,Ingested,Generated metadata/to be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Ilha Grande\Ilha Grande 001.1,ESSSS/Brazil/Rio de Janeiro/Mangaratiba/Igreja Matriz de Nossa Senhora da Guia,,essss:64419,64419,95,10/23/17,,2017-10-23T00:00:00Z,10/23/17,
"Livro de Batismos de Escravos, 1702-1731",Metadata uploaded,Ingested,Generated metadata/to be ingested,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Irajá\Irajá 001.1,ESSSS/Brazil/Rio de Janeiro/Rio de Janeiro/Igreja de Nossa Senhora da Apresentação de Irajá,,essss:64681,64681,202,10/25/17,,2017-10-25T00:00:00Z,10/25/17,
"[Livro de casamentos mistos e índice de batismos, 1684-1729]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 001.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí ,,essss:80970,80970,198,10/26/17,02/12/18,2018-02-12T00:00:00Z,02/12/18,pdf in n_o
"Livro de casamentos de livres e escravos, 1730-1748",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 002.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:81169,81169,261,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Livro de batismos de escravos, 1739-1751]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 003.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:81431,81431,207,10/26/17,02/26/18,2018-02-26T00:00:00Z,02/26/18,"first four pages (after title sheet) are from end of book, then appears to follow normal order but note on first page says there are a few folios from 1755? I can't find them, my pages show the volume ending 1751; pdf in n_o"
"[Livro de batismos de escravos, 1756-1763]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 004.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:81637,81637,155,10/26/17,02/26/18,2018-02-26T00:00:00Z,02/26/18,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
Itaboraí 005.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 005.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí ,,essss:81793,81793,40,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Óbitos e testamentos de livres e escravos, 1743-1755, 1778-1798]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 006.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:81834,81834,22,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
Itaboraí 007.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 007.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí ,,essss:81857,81857,10,10/26/17,,2017-10-26T00:00:00Z,10/26/17,"re-digitize, image really faded. folios 128ish; pdf in n_o"
"[Batismos de livres, 1742-1743]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 008.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:81868,81868,77,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Batismos de livres e escravos, 1729-1739]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 009.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí ,,essss:81946,81946,170,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Óbitos e testamentos de livres, 1743-1761]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 010.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí ,,essss:82117,82117,153,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
Itaboraí 011.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 011.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:82271,82271,73,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pages are all out of order--needs to be manually done. probably out of order in original; pdf in n_o
"Livro de batismos de escravos e livres, 1741-1742",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 012.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:82345,82345,17,10/26/17,,2017-10-26T00:00:00Z,10/26/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
Itaboraí 013.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaboraí\Itaboraí 013.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/São João Batista de Itaboraí,,essss:82363,82363,114,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"Livro de óbitos e testamentos mistos, 1761-1785",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 001.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68313,68313,69,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de escravos, 1731-1742",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 002.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68236,68236,76,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"[Livro de óbitos de brancos, 1742-1751]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 003.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68218,68218,17,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"[Livro de óbitos e testamentos de livres, 1754-1757]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 004.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68383,68383,17,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o; this is a continuation of the other ""livro de defuntos de brancos"" in this series; but if niteroi folks are redigitizing and reorganizing, maybe they will figure it out"
"[Fragmento de livro de batismos de livres, 1791-1792]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 005.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68401,68401,3,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de óbitos de escravos, 1742-1745",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 006.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68680,68680,19,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de livres e escravos, 1742-1794",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 007.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68777,68777,263,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de casamentos de livres, 1759-1849",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 008.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68405,68405,228,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de casamentos de escravos, 1743-1758",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 009.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68146,68146,58,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"[Fragmento de livro de óbitos e testamentos de escravos e livres, 1772-1777]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 010.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68205,68205,5,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de escravos e livres, 1713-1731",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 011.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68634,68634,45,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de escravos e livres, 1722-1734",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 012.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68742,68742,34,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"[Fragmento de livro de óbitos de escravos, 1733-1734]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 013.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68211,68211,6,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de escravos, 1775-1782",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 014.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:68700,68700,41,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"[Fragmento de livro de óbitos de escravos e livres, 1779-1781]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 015.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:69041,69041,13,10/24/17,,2017-10-24T00:00:00Z,10/24/17,"images rotated on Islandora, corrected on image server + correct pdf in n_o"
"Livro de batismos de escravos, 1786-1814",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 016.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:67907,67907,238,10/24/17,,2017-10-24T00:00:00Z,10/24/17,pdf in n_o
"Livro de batismos de brancos e livres, 1792-1821",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itaipu\Itaipu 017.1,ESSSS/Brazil/Rio de Janeiro/Niterói/São Sebastião de Itaipu,,essss:67645,67645,261,10/24/17,,2017-10-24T00:00:00Z,10/24/17,pdf in n_o
Itambi 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itambi\Itambi 001.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/Nossa Senhora do Desterro de Itambi,,essss:85226,85226,3,10/26/17,,2017-10-26T00:00:00Z,10/26/17,flip order of pages; pdf in n_o
Itambi 002.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itambi\Itambi 002.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/Nossa Senhora do Desterro de Itambi,,essss:85131,85131,39,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Batismos de livres e escravos, 1708-1724]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itambi\Itambi 003.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/Nossa Senhora do Desterro de Itambi,,essss:85056,85056,74,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
"[Batismos e óbitos de escravos, 1719-1742; 1765-1767",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Itambi\Itambi 004.1,ESSSS/Brazil/Rio de Janeiro/Itaboraí/Nossa Senhora do Desterro de Itambi,,essss:85171,85171,54,10/26/17,,2017-10-26T00:00:00Z,10/26/17,pdf in n_o
Jacarepaguá 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacarepaguá\Jacarepaguá 001.1,ESSSS/Brazil/Rio de Janeiro/Rio de Janeiro/Paróquia Nossa Senhora de Loreto,,essss:106903,106903,18,10/30/17,,2017-10-30T00:00:00Z,10/30/17,pages out of order; pdf in n_o
"[Livro de batismos e casamentos de escravos, 1686-1721]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 001.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:111143,111143,165,11/01/17,02/05/18,2018-02-05T00:00:00Z,02/05/18,pdf in n_o
"[Livro de batismos de escravos, 1790-1807]",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 002.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:110316,110316,456,11/01/17,2/5/2018,2018-02-05T00:00:00Z,2/5/2018,pdf in n_o
"Baptisados de Escravos, 1807-1825",Metadata uploaded,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 003.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:241315,241315,610,11/01/17,02/22/18,2018-02-22T00:00:00Z,02/22/18,pdf in n_o
Jacutinga 004.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 004.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:108137,108137,379,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 005.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 005.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:109674,109674,236,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 006.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 006.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:106925,106925,170,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 007.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 007.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:109996,109996,319,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o; blurry
Jacutinga 008.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 008.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:109911,109911,84,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o; blurry
Jacutinga 009.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 009.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:110773,110773,369,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 010.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 010.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:107550,107550,586,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o; blurry
Jacutinga 011.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 011.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:108722,108722,145,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 012.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 012.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:107096,107096,285,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Jacutinga 013.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 013.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:111309,111309,17,11/01/17,,2017-11-01T00:00:00Z,11/01/17,
Jacutinga 014.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 014.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:107382,107382,167,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o; blurry
Jacutinga 015.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 015.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:109479,109479,194,11/01/17,,2017-11-01T00:00:00Z,11/01/17,"image 116 is the first image, all pages out of order; pdf in n_o"
Jacutinga 016.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Jacutinga\Jacutinga 016.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Catedral de Santo Antônio de Jacutinga,,essss:108517,108517,204,11/01/17,,2017-11-01T00:00:00Z,11/01/17,pdf in n_o
Marapicu 001.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 001.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:113608,113608,145,10/31/17,,2017-10-31T00:00:00Z,10/31/17,a few pages are blurry and out of focus; pdf in n_o
"Batismos mistos, 1847-1857 ",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 002.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:112342,112342,377,10/31/17,,2017-10-31T00:00:00Z,10/31/17,entire volume is blurred beyond legibility; pdf in n_o
"[Batismos de livres, 1836-1848]",Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 003.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:114143,114143,578,10/31/17,,2017-10-31T00:00:00Z,10/31/17,pdf in n_o
Marapicu 004.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 004.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:112051,112051,130,10/31/17,,2017-10-31T00:00:00Z,10/31/17,a page randomly out of order at the end of the volume; pdf in n_o
Marapicu 005.1,Metadata in spreadsheet,Ingested,,NEH,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Angela\ESSS\digitalizacao Niteroi\Livros\Marapicu\Marapicu 005.1,ESSSS/Brazil/Rio de Janeiro/Nova Iguaçu/Nossa Senhora da Conceição de Marapicu,,essss:113135,113135,390,10/31/17,,2017-10-31T00:00:00Z,10/31/17,some pages are blurry; could be redone if given opportunity; pdf in n_o
